+----------------------------------------------------+------------+
|                      Modules                       | Parameters |
|  transformer_blocks.1.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.1.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.1.attn.norm_q.weight       |    128     |
|      transformer_blocks.1.attn.norm_k.weight       |    128     |
|       transformer_blocks.1.attn.to_q.weight        |  9437184   |
|        transformer_blocks.1.attn.to_q.bias         |    3072    |
|       transformer_blocks.1.attn.to_k.weight        |  9437184   |
|        transformer_blocks.1.attn.to_k.bias         |    3072    |
|       transformer_blocks.1.attn.to_v.weight        |  9437184   |
|        transformer_blocks.1.attn.to_v.bias         |    3072    |
|    transformer_blocks.1.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.1.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.1.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.1.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.1.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.1.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.1.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.1.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.1.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.1.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.1.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.1.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.1.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.1.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.1.ff.net.2.weight        |  37748736  |
|         transformer_blocks.1.ff.net.2.bias         |    3072    |
| transformer_blocks.1.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.1.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.1.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.1.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.2.norm1.linear.weight      |  56623104  |
|       transformer_blocks.2.norm1.linear.bias       |   18432    |
|  transformer_blocks.2.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.2.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.2.attn.norm_q.weight       |    128     |
|      transformer_blocks.2.attn.norm_k.weight       |    128     |
|       transformer_blocks.2.attn.to_q.weight        |  9437184   |
|        transformer_blocks.2.attn.to_q.bias         |    3072    |
|       transformer_blocks.2.attn.to_k.weight        |  9437184   |
|        transformer_blocks.2.attn.to_k.bias         |    3072    |
|       transformer_blocks.2.attn.to_v.weight        |  9437184   |
|        transformer_blocks.2.attn.to_v.bias         |    3072    |
|    transformer_blocks.2.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.2.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.2.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.2.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.2.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.2.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.2.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.2.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.2.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.2.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.2.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.2.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.2.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.2.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.2.ff.net.2.weight        |  37748736  |
|         transformer_blocks.2.ff.net.2.bias         |    3072    |
| transformer_blocks.2.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.2.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.2.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.2.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.3.norm1.linear.weight      |  56623104  |
|       transformer_blocks.3.norm1.linear.bias       |   18432    |
|  transformer_blocks.3.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.3.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.3.attn.norm_q.weight       |    128     |
|      transformer_blocks.3.attn.norm_k.weight       |    128     |
|       transformer_blocks.3.attn.to_q.weight        |  9437184   |
|        transformer_blocks.3.attn.to_q.bias         |    3072    |
|       transformer_blocks.3.attn.to_k.weight        |  9437184   |
|        transformer_blocks.3.attn.to_k.bias         |    3072    |
|       transformer_blocks.3.attn.to_v.weight        |  9437184   |
|        transformer_blocks.3.attn.to_v.bias         |    3072    |
|    transformer_blocks.3.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.3.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.3.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.3.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.3.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.3.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.3.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.3.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.3.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.3.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.3.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.3.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.3.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.3.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.3.ff.net.2.weight        |  37748736  |
|         transformer_blocks.3.ff.net.2.bias         |    3072    |
| transformer_blocks.3.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.3.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.3.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.3.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.4.norm1.linear.weight      |  56623104  |
|       transformer_blocks.4.norm1.linear.bias       |   18432    |
|  transformer_blocks.4.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.4.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.4.attn.norm_q.weight       |    128     |
|      transformer_blocks.4.attn.norm_k.weight       |    128     |
|       transformer_blocks.4.attn.to_q.weight        |  9437184   |
|        transformer_blocks.4.attn.to_q.bias         |    3072    |
|       transformer_blocks.4.attn.to_k.weight        |  9437184   |
|        transformer_blocks.4.attn.to_k.bias         |    3072    |
|       transformer_blocks.4.attn.to_v.weight        |  9437184   |
|        transformer_blocks.4.attn.to_v.bias         |    3072    |
|    transformer_blocks.4.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.4.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.4.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.4.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.4.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.4.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.4.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.4.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.4.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.4.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.4.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.4.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.4.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.4.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.4.ff.net.2.weight        |  37748736  |
|         transformer_blocks.4.ff.net.2.bias         |    3072    |
| transformer_blocks.4.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.4.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.4.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.4.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.5.norm1.linear.weight      |  56623104  |
|       transformer_blocks.5.norm1.linear.bias       |   18432    |
|  transformer_blocks.5.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.5.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.5.attn.norm_q.weight       |    128     |
|      transformer_blocks.5.attn.norm_k.weight       |    128     |
|       transformer_blocks.5.attn.to_q.weight        |  9437184   |
|        transformer_blocks.5.attn.to_q.bias         |    3072    |
|       transformer_blocks.5.attn.to_k.weight        |  9437184   |
|        transformer_blocks.5.attn.to_k.bias         |    3072    |
|       transformer_blocks.5.attn.to_v.weight        |  9437184   |
|        transformer_blocks.5.attn.to_v.bias         |    3072    |
|    transformer_blocks.5.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.5.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.5.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.5.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.5.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.5.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.5.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.5.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.5.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.5.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.5.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.5.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.5.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.5.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.5.ff.net.2.weight        |  37748736  |
|         transformer_blocks.5.ff.net.2.bias         |    3072    |
| transformer_blocks.5.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.5.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.5.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.5.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.6.norm1.linear.weight      |  56623104  |
|       transformer_blocks.6.norm1.linear.bias       |   18432    |
|  transformer_blocks.6.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.6.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.6.attn.norm_q.weight       |    128     |
|      transformer_blocks.6.attn.norm_k.weight       |    128     |
|       transformer_blocks.6.attn.to_q.weight        |  9437184   |
|        transformer_blocks.6.attn.to_q.bias         |    3072    |
|       transformer_blocks.6.attn.to_k.weight        |  9437184   |
|        transformer_blocks.6.attn.to_k.bias         |    3072    |
|       transformer_blocks.6.attn.to_v.weight        |  9437184   |
|        transformer_blocks.6.attn.to_v.bias         |    3072    |
|    transformer_blocks.6.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.6.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.6.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.6.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.6.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.6.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.6.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.6.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.6.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.6.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.6.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.6.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.6.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.6.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.6.ff.net.2.weight        |  37748736  |
|         transformer_blocks.6.ff.net.2.bias         |    3072    |
| transformer_blocks.6.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.6.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.6.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.6.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.7.norm1.linear.weight      |  56623104  |
|       transformer_blocks.7.norm1.linear.bias       |   18432    |
|  transformer_blocks.7.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.7.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.7.attn.norm_q.weight       |    128     |
|      transformer_blocks.7.attn.norm_k.weight       |    128     |
|       transformer_blocks.7.attn.to_q.weight        |  9437184   |
|        transformer_blocks.7.attn.to_q.bias         |    3072    |
|       transformer_blocks.7.attn.to_k.weight        |  9437184   |
|        transformer_blocks.7.attn.to_k.bias         |    3072    |
|       transformer_blocks.7.attn.to_v.weight        |  9437184   |
|        transformer_blocks.7.attn.to_v.bias         |    3072    |
|    transformer_blocks.7.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.7.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.7.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.7.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.7.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.7.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.7.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.7.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.7.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.7.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.7.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.7.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.7.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.7.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.7.ff.net.2.weight        |  37748736  |
|         transformer_blocks.7.ff.net.2.bias         |    3072    |
| transformer_blocks.7.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.7.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.7.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.7.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.8.norm1.linear.weight      |  56623104  |
|       transformer_blocks.8.norm1.linear.bias       |   18432    |
|  transformer_blocks.8.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.8.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.8.attn.norm_q.weight       |    128     |
|      transformer_blocks.8.attn.norm_k.weight       |    128     |
|       transformer_blocks.8.attn.to_q.weight        |  9437184   |
|        transformer_blocks.8.attn.to_q.bias         |    3072    |
|       transformer_blocks.8.attn.to_k.weight        |  9437184   |
|        transformer_blocks.8.attn.to_k.bias         |    3072    |
|       transformer_blocks.8.attn.to_v.weight        |  9437184   |
|        transformer_blocks.8.attn.to_v.bias         |    3072    |
|    transformer_blocks.8.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.8.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.8.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.8.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.8.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.8.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.8.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.8.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.8.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.8.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.8.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.8.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.8.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.8.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.8.ff.net.2.weight        |  37748736  |
|         transformer_blocks.8.ff.net.2.bias         |    3072    |
| transformer_blocks.8.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.8.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.8.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.8.ff_context.net.2.bias     |    3072    |
|      transformer_blocks.9.norm1.linear.weight      |  56623104  |
|       transformer_blocks.9.norm1.linear.bias       |   18432    |
|  transformer_blocks.9.norm1_context.linear.weight  |  56623104  |
|   transformer_blocks.9.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.9.attn.norm_q.weight       |    128     |
|      transformer_blocks.9.attn.norm_k.weight       |    128     |
|       transformer_blocks.9.attn.to_q.weight        |  9437184   |
|        transformer_blocks.9.attn.to_q.bias         |    3072    |
|       transformer_blocks.9.attn.to_k.weight        |  9437184   |
|        transformer_blocks.9.attn.to_k.bias         |    3072    |
|       transformer_blocks.9.attn.to_v.weight        |  9437184   |
|        transformer_blocks.9.attn.to_v.bias         |    3072    |
|    transformer_blocks.9.attn.add_k_proj.weight     |  9437184   |
|     transformer_blocks.9.attn.add_k_proj.bias      |    3072    |
|    transformer_blocks.9.attn.add_v_proj.weight     |  9437184   |
|     transformer_blocks.9.attn.add_v_proj.bias      |    3072    |
|    transformer_blocks.9.attn.add_q_proj.weight     |  9437184   |
|     transformer_blocks.9.attn.add_q_proj.bias      |    3072    |
|     transformer_blocks.9.attn.to_out.0.weight      |  9437184   |
|      transformer_blocks.9.attn.to_out.0.bias       |    3072    |
|    transformer_blocks.9.attn.to_add_out.weight     |  9437184   |
|     transformer_blocks.9.attn.to_add_out.bias      |    3072    |
|   transformer_blocks.9.attn.norm_added_q.weight    |    128     |
|   transformer_blocks.9.attn.norm_added_k.weight    |    128     |
|     transformer_blocks.9.ff.net.0.proj.weight      |  37748736  |
|      transformer_blocks.9.ff.net.0.proj.bias       |   12288    |
|        transformer_blocks.9.ff.net.2.weight        |  37748736  |
|         transformer_blocks.9.ff.net.2.bias         |    3072    |
| transformer_blocks.9.ff_context.net.0.proj.weight  |  37748736  |
|  transformer_blocks.9.ff_context.net.0.proj.bias   |   12288    |
|    transformer_blocks.9.ff_context.net.2.weight    |  37748736  |
|     transformer_blocks.9.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.10.norm1.linear.weight      |  56623104  |
|      transformer_blocks.10.norm1.linear.bias       |   18432    |
| transformer_blocks.10.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.10.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.10.attn.norm_q.weight      |    128     |
|      transformer_blocks.10.attn.norm_k.weight      |    128     |
|       transformer_blocks.10.attn.to_q.weight       |  9437184   |
|        transformer_blocks.10.attn.to_q.bias        |    3072    |
|       transformer_blocks.10.attn.to_k.weight       |  9437184   |
|        transformer_blocks.10.attn.to_k.bias        |    3072    |
|       transformer_blocks.10.attn.to_v.weight       |  9437184   |
|        transformer_blocks.10.attn.to_v.bias        |    3072    |
|    transformer_blocks.10.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.10.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.10.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.10.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.10.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.10.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.10.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.10.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.10.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.10.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.10.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.10.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.10.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.10.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.10.ff.net.2.weight        |  37748736  |
|        transformer_blocks.10.ff.net.2.bias         |    3072    |
| transformer_blocks.10.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.10.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.10.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.10.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.11.norm1.linear.weight      |  56623104  |
|      transformer_blocks.11.norm1.linear.bias       |   18432    |
| transformer_blocks.11.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.11.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.11.attn.norm_q.weight      |    128     |
|      transformer_blocks.11.attn.norm_k.weight      |    128     |
|       transformer_blocks.11.attn.to_q.weight       |  9437184   |
|        transformer_blocks.11.attn.to_q.bias        |    3072    |
|       transformer_blocks.11.attn.to_k.weight       |  9437184   |
|        transformer_blocks.11.attn.to_k.bias        |    3072    |
|       transformer_blocks.11.attn.to_v.weight       |  9437184   |
|        transformer_blocks.11.attn.to_v.bias        |    3072    |
|    transformer_blocks.11.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.11.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.11.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.11.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.11.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.11.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.11.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.11.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.11.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.11.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.11.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.11.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.11.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.11.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.11.ff.net.2.weight        |  37748736  |
|        transformer_blocks.11.ff.net.2.bias         |    3072    |
| transformer_blocks.11.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.11.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.11.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.11.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.12.norm1.linear.weight      |  56623104  |
|      transformer_blocks.12.norm1.linear.bias       |   18432    |
| transformer_blocks.12.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.12.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.12.attn.norm_q.weight      |    128     |
|      transformer_blocks.12.attn.norm_k.weight      |    128     |
|       transformer_blocks.12.attn.to_q.weight       |  9437184   |
|        transformer_blocks.12.attn.to_q.bias        |    3072    |
|       transformer_blocks.12.attn.to_k.weight       |  9437184   |
|        transformer_blocks.12.attn.to_k.bias        |    3072    |
|       transformer_blocks.12.attn.to_v.weight       |  9437184   |
|        transformer_blocks.12.attn.to_v.bias        |    3072    |
|    transformer_blocks.12.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.12.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.12.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.12.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.12.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.12.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.12.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.12.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.12.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.12.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.12.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.12.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.12.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.12.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.12.ff.net.2.weight        |  37748736  |
|        transformer_blocks.12.ff.net.2.bias         |    3072    |
| transformer_blocks.12.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.12.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.12.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.12.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.13.norm1.linear.weight      |  56623104  |
|      transformer_blocks.13.norm1.linear.bias       |   18432    |
| transformer_blocks.13.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.13.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.13.attn.norm_q.weight      |    128     |
|      transformer_blocks.13.attn.norm_k.weight      |    128     |
|       transformer_blocks.13.attn.to_q.weight       |  9437184   |
|        transformer_blocks.13.attn.to_q.bias        |    3072    |
|       transformer_blocks.13.attn.to_k.weight       |  9437184   |
|        transformer_blocks.13.attn.to_k.bias        |    3072    |
|       transformer_blocks.13.attn.to_v.weight       |  9437184   |
|        transformer_blocks.13.attn.to_v.bias        |    3072    |
|    transformer_blocks.13.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.13.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.13.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.13.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.13.attn.add_q_proj.weight    |  9437184   |
