+--------------------------------------------------+------------+
|                     Modules                      | Parameters |
|           blocks.5.attn2.norm_q.weight           |     88     |
|            blocks.5.attn2.norm_q.bias            |     88     |
|           blocks.5.attn2.norm_k.weight           |     88     |
|            blocks.5.attn2.norm_k.bias            |     88     |
|            blocks.5.attn2.to_q.weight            |  1982464   |
|             blocks.5.attn2.to_q.bias             |    1408    |
|            blocks.5.attn2.to_k.weight            |  1441792   |
|             blocks.5.attn2.to_k.bias             |    1408    |
|            blocks.5.attn2.to_v.weight            |  1441792   |
|             blocks.5.attn2.to_v.bias             |    1408    |
|          blocks.5.attn2.to_out.0.weight          |  1982464   |
|           blocks.5.attn2.to_out.0.bias           |    1408    |
|              blocks.5.norm3.weight               |    1408    |
|               blocks.5.norm3.bias                |    1408    |
|          blocks.5.ff.net.0.proj.weight           |  8650752   |
|           blocks.5.ff.net.0.proj.bias            |    6144    |
|             blocks.5.ff.net.2.weight             |  8650752   |
|              blocks.5.ff.net.2.bias              |    1408    |
|           blocks.6.norm1.linear.weight           |  1982464   |
|            blocks.6.norm1.linear.bias            |    1408    |
|            blocks.6.norm1.norm.weight            |    1408    |
|             blocks.6.norm1.norm.bias             |    1408    |
|           blocks.6.attn1.norm_q.weight           |     88     |
|            blocks.6.attn1.norm_q.bias            |     88     |
|           blocks.6.attn1.norm_k.weight           |     88     |
|            blocks.6.attn1.norm_k.bias            |     88     |
|            blocks.6.attn1.to_q.weight            |  1982464   |
|             blocks.6.attn1.to_q.bias             |    1408    |
|            blocks.6.attn1.to_k.weight            |  1982464   |
|             blocks.6.attn1.to_k.bias             |    1408    |
|            blocks.6.attn1.to_v.weight            |  1982464   |
|             blocks.6.attn1.to_v.bias             |    1408    |
|          blocks.6.attn1.to_out.0.weight          |  1982464   |
|           blocks.6.attn1.to_out.0.bias           |    1408    |
|              blocks.6.norm2.weight               |    1408    |
|               blocks.6.norm2.bias                |    1408    |
|           blocks.6.attn2.norm_q.weight           |     88     |
|            blocks.6.attn2.norm_q.bias            |     88     |
|           blocks.6.attn2.norm_k.weight           |     88     |
|            blocks.6.attn2.norm_k.bias            |     88     |
|            blocks.6.attn2.to_q.weight            |  1982464   |
|             blocks.6.attn2.to_q.bias             |    1408    |
|            blocks.6.attn2.to_k.weight            |  1441792   |
|             blocks.6.attn2.to_k.bias             |    1408    |
|            blocks.6.attn2.to_v.weight            |  1441792   |
|             blocks.6.attn2.to_v.bias             |    1408    |
|          blocks.6.attn2.to_out.0.weight          |  1982464   |
|           blocks.6.attn2.to_out.0.bias           |    1408    |
|              blocks.6.norm3.weight               |    1408    |
|               blocks.6.norm3.bias                |    1408    |
|          blocks.6.ff.net.0.proj.weight           |  8650752   |
|           blocks.6.ff.net.0.proj.bias            |    6144    |
|             blocks.6.ff.net.2.weight             |  8650752   |
|              blocks.6.ff.net.2.bias              |    1408    |
|           blocks.7.norm1.linear.weight           |  1982464   |
|            blocks.7.norm1.linear.bias            |    1408    |
|            blocks.7.norm1.norm.weight            |    1408    |
|             blocks.7.norm1.norm.bias             |    1408    |
|           blocks.7.attn1.norm_q.weight           |     88     |
|            blocks.7.attn1.norm_q.bias            |     88     |
|           blocks.7.attn1.norm_k.weight           |     88     |
|            blocks.7.attn1.norm_k.bias            |     88     |
|            blocks.7.attn1.to_q.weight            |  1982464   |
|             blocks.7.attn1.to_q.bias             |    1408    |
|            blocks.7.attn1.to_k.weight            |  1982464   |
|             blocks.7.attn1.to_k.bias             |    1408    |
|            blocks.7.attn1.to_v.weight            |  1982464   |
|             blocks.7.attn1.to_v.bias             |    1408    |
|          blocks.7.attn1.to_out.0.weight          |  1982464   |
|           blocks.7.attn1.to_out.0.bias           |    1408    |
|              blocks.7.norm2.weight               |    1408    |
|               blocks.7.norm2.bias                |    1408    |
|           blocks.7.attn2.norm_q.weight           |     88     |
|            blocks.7.attn2.norm_q.bias            |     88     |
|           blocks.7.attn2.norm_k.weight           |     88     |
|            blocks.7.attn2.norm_k.bias            |     88     |
|            blocks.7.attn2.to_q.weight            |  1982464   |
|             blocks.7.attn2.to_q.bias             |    1408    |
|            blocks.7.attn2.to_k.weight            |  1441792   |
|             blocks.7.attn2.to_k.bias             |    1408    |
|            blocks.7.attn2.to_v.weight            |  1441792   |
|             blocks.7.attn2.to_v.bias             |    1408    |
|          blocks.7.attn2.to_out.0.weight          |  1982464   |
|           blocks.7.attn2.to_out.0.bias           |    1408    |
|              blocks.7.norm3.weight               |    1408    |
|               blocks.7.norm3.bias                |    1408    |
|          blocks.7.ff.net.0.proj.weight           |  8650752   |
|           blocks.7.ff.net.0.proj.bias            |    6144    |
|             blocks.7.ff.net.2.weight             |  8650752   |
|              blocks.7.ff.net.2.bias              |    1408    |
|           blocks.8.norm1.linear.weight           |  1982464   |
|            blocks.8.norm1.linear.bias            |    1408    |
|            blocks.8.norm1.norm.weight            |    1408    |
|             blocks.8.norm1.norm.bias             |    1408    |
|           blocks.8.attn1.norm_q.weight           |     88     |
|            blocks.8.attn1.norm_q.bias            |     88     |
|           blocks.8.attn1.norm_k.weight           |     88     |
|            blocks.8.attn1.norm_k.bias            |     88     |
|            blocks.8.attn1.to_q.weight            |  1982464   |
|             blocks.8.attn1.to_q.bias             |    1408    |
|            blocks.8.attn1.to_k.weight            |  1982464   |
|             blocks.8.attn1.to_k.bias             |    1408    |
|            blocks.8.attn1.to_v.weight            |  1982464   |
|             blocks.8.attn1.to_v.bias             |    1408    |
|          blocks.8.attn1.to_out.0.weight          |  1982464   |
|           blocks.8.attn1.to_out.0.bias           |    1408    |
|              blocks.8.norm2.weight               |    1408    |
|               blocks.8.norm2.bias                |    1408    |
|           blocks.8.attn2.norm_q.weight           |     88     |
|            blocks.8.attn2.norm_q.bias            |     88     |
|           blocks.8.attn2.norm_k.weight           |     88     |
|            blocks.8.attn2.norm_k.bias            |     88     |
|            blocks.8.attn2.to_q.weight            |  1982464   |
|             blocks.8.attn2.to_q.bias             |    1408    |
|            blocks.8.attn2.to_k.weight            |  1441792   |
|             blocks.8.attn2.to_k.bias             |    1408    |
|            blocks.8.attn2.to_v.weight            |  1441792   |
|             blocks.8.attn2.to_v.bias             |    1408    |
|          blocks.8.attn2.to_out.0.weight          |  1982464   |
|           blocks.8.attn2.to_out.0.bias           |    1408    |
|              blocks.8.norm3.weight               |    1408    |
|               blocks.8.norm3.bias                |    1408    |
|          blocks.8.ff.net.0.proj.weight           |  8650752   |
|           blocks.8.ff.net.0.proj.bias            |    6144    |
|             blocks.8.ff.net.2.weight             |  8650752   |
|              blocks.8.ff.net.2.bias              |    1408    |
|           blocks.9.norm1.linear.weight           |  1982464   |
|            blocks.9.norm1.linear.bias            |    1408    |
|            blocks.9.norm1.norm.weight            |    1408    |
|             blocks.9.norm1.norm.bias             |    1408    |
|           blocks.9.attn1.norm_q.weight           |     88     |
|            blocks.9.attn1.norm_q.bias            |     88     |
|           blocks.9.attn1.norm_k.weight           |     88     |
|            blocks.9.attn1.norm_k.bias            |     88     |
|            blocks.9.attn1.to_q.weight            |  1982464   |
|             blocks.9.attn1.to_q.bias             |    1408    |
|            blocks.9.attn1.to_k.weight            |  1982464   |
|             blocks.9.attn1.to_k.bias             |    1408    |
|            blocks.9.attn1.to_v.weight            |  1982464   |
|             blocks.9.attn1.to_v.bias             |    1408    |
|          blocks.9.attn1.to_out.0.weight          |  1982464   |
|           blocks.9.attn1.to_out.0.bias           |    1408    |
|              blocks.9.norm2.weight               |    1408    |
|               blocks.9.norm2.bias                |    1408    |
|           blocks.9.attn2.norm_q.weight           |     88     |
|            blocks.9.attn2.norm_q.bias            |     88     |
|           blocks.9.attn2.norm_k.weight           |     88     |
|            blocks.9.attn2.norm_k.bias            |     88     |
|            blocks.9.attn2.to_q.weight            |  1982464   |
|             blocks.9.attn2.to_q.bias             |    1408    |
|            blocks.9.attn2.to_k.weight            |  1441792   |
|             blocks.9.attn2.to_k.bias             |    1408    |
|            blocks.9.attn2.to_v.weight            |  1441792   |
|             blocks.9.attn2.to_v.bias             |    1408    |
|          blocks.9.attn2.to_out.0.weight          |  1982464   |
|           blocks.9.attn2.to_out.0.bias           |    1408    |
|              blocks.9.norm3.weight               |    1408    |
|               blocks.9.norm3.bias                |    1408    |
|          blocks.9.ff.net.0.proj.weight           |  8650752   |
|           blocks.9.ff.net.0.proj.bias            |    6144    |
|             blocks.9.ff.net.2.weight             |  8650752   |
|              blocks.9.ff.net.2.bias              |    1408    |
|          blocks.10.norm1.linear.weight           |  1982464   |
|           blocks.10.norm1.linear.bias            |    1408    |
|           blocks.10.norm1.norm.weight            |    1408    |
|            blocks.10.norm1.norm.bias             |    1408    |
|          blocks.10.attn1.norm_q.weight           |     88     |
|           blocks.10.attn1.norm_q.bias            |     88     |
|          blocks.10.attn1.norm_k.weight           |     88     |
|           blocks.10.attn1.norm_k.bias            |     88     |
|           blocks.10.attn1.to_q.weight            |  1982464   |
|            blocks.10.attn1.to_q.bias             |    1408    |
|           blocks.10.attn1.to_k.weight            |  1982464   |
|            blocks.10.attn1.to_k.bias             |    1408    |
|           blocks.10.attn1.to_v.weight            |  1982464   |
|            blocks.10.attn1.to_v.bias             |    1408    |
|         blocks.10.attn1.to_out.0.weight          |  1982464   |
|          blocks.10.attn1.to_out.0.bias           |    1408    |
|              blocks.10.norm2.weight              |    1408    |
|               blocks.10.norm2.bias               |    1408    |
|          blocks.10.attn2.norm_q.weight           |     88     |
|           blocks.10.attn2.norm_q.bias            |     88     |
|          blocks.10.attn2.norm_k.weight           |     88     |
|           blocks.10.attn2.norm_k.bias            |     88     |
|           blocks.10.attn2.to_q.weight            |  1982464   |
|            blocks.10.attn2.to_q.bias             |    1408    |
|           blocks.10.attn2.to_k.weight            |  1441792   |
|            blocks.10.attn2.to_k.bias             |    1408    |
|           blocks.10.attn2.to_v.weight            |  1441792   |
|            blocks.10.attn2.to_v.bias             |    1408    |
|         blocks.10.attn2.to_out.0.weight          |  1982464   |
|          blocks.10.attn2.to_out.0.bias           |    1408    |
|              blocks.10.norm3.weight              |    1408    |
|               blocks.10.norm3.bias               |    1408    |
|          blocks.10.ff.net.0.proj.weight          |  8650752   |
|           blocks.10.ff.net.0.proj.bias           |    6144    |
|            blocks.10.ff.net.2.weight             |  8650752   |
|             blocks.10.ff.net.2.bias              |    1408    |
|          blocks.11.norm1.linear.weight           |  1982464   |
|           blocks.11.norm1.linear.bias            |    1408    |
|           blocks.11.norm1.norm.weight            |    1408    |
|            blocks.11.norm1.norm.bias             |    1408    |
|          blocks.11.attn1.norm_q.weight           |     88     |
|           blocks.11.attn1.norm_q.bias            |     88     |
|          blocks.11.attn1.norm_k.weight           |     88     |
|           blocks.11.attn1.norm_k.bias            |     88     |
|           blocks.11.attn1.to_q.weight            |  1982464   |
|            blocks.11.attn1.to_q.bias             |    1408    |
|           blocks.11.attn1.to_k.weight            |  1982464   |
|            blocks.11.attn1.to_k.bias             |    1408    |
|           blocks.11.attn1.to_v.weight            |  1982464   |
|            blocks.11.attn1.to_v.bias             |    1408    |
|         blocks.11.attn1.to_out.0.weight          |  1982464   |
|          blocks.11.attn1.to_out.0.bias           |    1408    |
|              blocks.11.norm2.weight              |    1408    |
|               blocks.11.norm2.bias               |    1408    |
|          blocks.11.attn2.norm_q.weight           |     88     |
|           blocks.11.attn2.norm_q.bias            |     88     |
|          blocks.11.attn2.norm_k.weight           |     88     |
|           blocks.11.attn2.norm_k.bias            |     88     |
|           blocks.11.attn2.to_q.weight            |  1982464   |
|            blocks.11.attn2.to_q.bias             |    1408    |
|           blocks.11.attn2.to_k.weight            |  1441792   |
|            blocks.11.attn2.to_k.bias             |    1408    |
|           blocks.11.attn2.to_v.weight            |  1441792   |
|            blocks.11.attn2.to_v.bias             |    1408    |
|         blocks.11.attn2.to_out.0.weight          |  1982464   |
|          blocks.11.attn2.to_out.0.bias           |    1408    |
|              blocks.11.norm3.weight              |    1408    |
|               blocks.11.norm3.bias               |    1408    |
|          blocks.11.ff.net.0.proj.weight          |  8650752   |
|           blocks.11.ff.net.0.proj.bias           |    6144    |
|            blocks.11.ff.net.2.weight             |  8650752   |
|             blocks.11.ff.net.2.bias              |    1408    |
|          blocks.12.norm1.linear.weight           |  1982464   |
|           blocks.12.norm1.linear.bias            |    1408    |
|           blocks.12.norm1.norm.weight            |    1408    |
|            blocks.12.norm1.norm.bias             |    1408    |
|          blocks.12.attn1.norm_q.weight           |     88     |
|           blocks.12.attn1.norm_q.bias            |     88     |
|          blocks.12.attn1.norm_k.weight           |     88     |
|           blocks.12.attn1.norm_k.bias            |     88     |
|           blocks.12.attn1.to_q.weight            |  1982464   |
|            blocks.12.attn1.to_q.bias             |    1408    |
|           blocks.12.attn1.to_k.weight            |  1982464   |
|            blocks.12.attn1.to_k.bias             |    1408    |
|           blocks.12.attn1.to_v.weight            |  1982464   |
|            blocks.12.attn1.to_v.bias             |    1408    |
|         blocks.12.attn1.to_out.0.weight          |  1982464   |
|          blocks.12.attn1.to_out.0.bias           |    1408    |
|              blocks.12.norm2.weight              |    1408    |
|               blocks.12.norm2.bias               |    1408    |
|          blocks.12.attn2.norm_q.weight           |     88     |
|           blocks.12.attn2.norm_q.bias            |     88     |
|          blocks.12.attn2.norm_k.weight           |     88     |
|           blocks.12.attn2.norm_k.bias            |     88     |
|           blocks.12.attn2.to_q.weight            |  1982464   |
|            blocks.12.attn2.to_q.bias             |    1408    |
|           blocks.12.attn2.to_k.weight            |  1441792   |
|            blocks.12.attn2.to_k.bias             |    1408    |
|           blocks.12.attn2.to_v.weight            |  1441792   |
|            blocks.12.attn2.to_v.bias             |    1408    |
|         blocks.12.attn2.to_out.0.weight          |  1982464   |
|          blocks.12.attn2.to_out.0.bias           |    1408    |
|              blocks.12.norm3.weight              |    1408    |
|               blocks.12.norm3.bias               |    1408    |
|          blocks.12.ff.net.0.proj.weight          |  8650752   |
|           blocks.12.ff.net.0.proj.bias           |    6144    |
|            blocks.12.ff.net.2.weight             |  8650752   |
|             blocks.12.ff.net.2.bias              |    1408    |
|          blocks.13.norm1.linear.weight           |  1982464   |
|           blocks.13.norm1.linear.bias            |    1408    |
|           blocks.13.norm1.norm.weight            |    1408    |
|            blocks.13.norm1.norm.bias             |    1408    |
|          blocks.13.attn1.norm_q.weight           |     88     |
|           blocks.13.attn1.norm_q.bias            |     88     |
|          blocks.13.attn1.norm_k.weight           |     88     |
|           blocks.13.attn1.norm_k.bias            |     88     |
|           blocks.13.attn1.to_q.weight            |  1982464   |
|            blocks.13.attn1.to_q.bias             |    1408    |
|           blocks.13.attn1.to_k.weight            |  1982464   |
|            blocks.13.attn1.to_k.bias             |    1408    |
|           blocks.13.attn1.to_v.weight            |  1982464   |
|            blocks.13.attn1.to_v.bias             |    1408    |
|         blocks.13.attn1.to_out.0.weight          |  1982464   |
|          blocks.13.attn1.to_out.0.bias           |    1408    |
|              blocks.13.norm2.weight              |    1408    |
|               blocks.13.norm2.bias               |    1408    |
|          blocks.13.attn2.norm_q.weight           |     88     |
|           blocks.13.attn2.norm_q.bias            |     88     |
|          blocks.13.attn2.norm_k.weight           |     88     |
|           blocks.13.attn2.norm_k.bias            |     88     |
|           blocks.13.attn2.to_q.weight            |  1982464   |
|            blocks.13.attn2.to_q.bias             |    1408    |
|           blocks.13.attn2.to_k.weight            |  1441792   |
|            blocks.13.attn2.to_k.bias             |    1408    |
|           blocks.13.attn2.to_v.weight            |  1441792   |
|            blocks.13.attn2.to_v.bias             |    1408    |
|         blocks.13.attn2.to_out.0.weight          |  1982464   |
|          blocks.13.attn2.to_out.0.bias           |    1408    |
|              blocks.13.norm3.weight              |    1408    |
|               blocks.13.norm3.bias               |    1408    |
|          blocks.13.ff.net.0.proj.weight          |  8650752   |
|           blocks.13.ff.net.0.proj.bias           |    6144    |
|            blocks.13.ff.net.2.weight             |  8650752   |
|             blocks.13.ff.net.2.bias              |    1408    |
|          blocks.14.norm1.linear.weight           |  1982464   |
|           blocks.14.norm1.linear.bias            |    1408    |
|           blocks.14.norm1.norm.weight            |    1408    |
|            blocks.14.norm1.norm.bias             |    1408    |
