+----------------------------------------------------+------------+
|                      Modules                       | Parameters |
|      transformer_blocks.6.attn.to_out.0.bias       |    1536    |
|    transformer_blocks.6.attn.to_add_out.weight     |  2359296   |
|     transformer_blocks.6.attn.to_add_out.bias      |    1536    |
|     transformer_blocks.6.ff.net.0.proj.weight      |  9437184   |
|      transformer_blocks.6.ff.net.0.proj.bias       |    6144    |
|        transformer_blocks.6.ff.net.2.weight        |  9437184   |
|         transformer_blocks.6.ff.net.2.bias         |    1536    |
| transformer_blocks.6.ff_context.net.0.proj.weight  |  9437184   |
|  transformer_blocks.6.ff_context.net.0.proj.bias   |    6144    |
|    transformer_blocks.6.ff_context.net.2.weight    |  9437184   |
|     transformer_blocks.6.ff_context.net.2.bias     |    1536    |
|      transformer_blocks.7.norm1.linear.weight      |  14155776  |
|       transformer_blocks.7.norm1.linear.bias       |    9216    |
|  transformer_blocks.7.norm1_context.linear.weight  |  14155776  |
|   transformer_blocks.7.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.7.attn.to_q.weight        |  2359296   |
|        transformer_blocks.7.attn.to_q.bias         |    1536    |
|       transformer_blocks.7.attn.to_k.weight        |  2359296   |
|        transformer_blocks.7.attn.to_k.bias         |    1536    |
|       transformer_blocks.7.attn.to_v.weight        |  2359296   |
|        transformer_blocks.7.attn.to_v.bias         |    1536    |
|    transformer_blocks.7.attn.add_k_proj.weight     |  2359296   |
|     transformer_blocks.7.attn.add_k_proj.bias      |    1536    |
|    transformer_blocks.7.attn.add_v_proj.weight     |  2359296   |
|     transformer_blocks.7.attn.add_v_proj.bias      |    1536    |
|    transformer_blocks.7.attn.add_q_proj.weight     |  2359296   |
|     transformer_blocks.7.attn.add_q_proj.bias      |    1536    |
|     transformer_blocks.7.attn.to_out.0.weight      |  2359296   |
|      transformer_blocks.7.attn.to_out.0.bias       |    1536    |
|    transformer_blocks.7.attn.to_add_out.weight     |  2359296   |
|     transformer_blocks.7.attn.to_add_out.bias      |    1536    |
|     transformer_blocks.7.ff.net.0.proj.weight      |  9437184   |
|      transformer_blocks.7.ff.net.0.proj.bias       |    6144    |
|        transformer_blocks.7.ff.net.2.weight        |  9437184   |
|         transformer_blocks.7.ff.net.2.bias         |    1536    |
| transformer_blocks.7.ff_context.net.0.proj.weight  |  9437184   |
|  transformer_blocks.7.ff_context.net.0.proj.bias   |    6144    |
|    transformer_blocks.7.ff_context.net.2.weight    |  9437184   |
|     transformer_blocks.7.ff_context.net.2.bias     |    1536    |
|      transformer_blocks.8.norm1.linear.weight      |  14155776  |
|       transformer_blocks.8.norm1.linear.bias       |    9216    |
|  transformer_blocks.8.norm1_context.linear.weight  |  14155776  |
|   transformer_blocks.8.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.8.attn.to_q.weight        |  2359296   |
|        transformer_blocks.8.attn.to_q.bias         |    1536    |
|       transformer_blocks.8.attn.to_k.weight        |  2359296   |
|        transformer_blocks.8.attn.to_k.bias         |    1536    |
|       transformer_blocks.8.attn.to_v.weight        |  2359296   |
|        transformer_blocks.8.attn.to_v.bias         |    1536    |
|    transformer_blocks.8.attn.add_k_proj.weight     |  2359296   |
|     transformer_blocks.8.attn.add_k_proj.bias      |    1536    |
|    transformer_blocks.8.attn.add_v_proj.weight     |  2359296   |
|     transformer_blocks.8.attn.add_v_proj.bias      |    1536    |
|    transformer_blocks.8.attn.add_q_proj.weight     |  2359296   |
|     transformer_blocks.8.attn.add_q_proj.bias      |    1536    |
|     transformer_blocks.8.attn.to_out.0.weight      |  2359296   |
|      transformer_blocks.8.attn.to_out.0.bias       |    1536    |
|    transformer_blocks.8.attn.to_add_out.weight     |  2359296   |
|     transformer_blocks.8.attn.to_add_out.bias      |    1536    |
|     transformer_blocks.8.ff.net.0.proj.weight      |  9437184   |
|      transformer_blocks.8.ff.net.0.proj.bias       |    6144    |
|        transformer_blocks.8.ff.net.2.weight        |  9437184   |
|         transformer_blocks.8.ff.net.2.bias         |    1536    |
| transformer_blocks.8.ff_context.net.0.proj.weight  |  9437184   |
|  transformer_blocks.8.ff_context.net.0.proj.bias   |    6144    |
|    transformer_blocks.8.ff_context.net.2.weight    |  9437184   |
|     transformer_blocks.8.ff_context.net.2.bias     |    1536    |
|      transformer_blocks.9.norm1.linear.weight      |  14155776  |
|       transformer_blocks.9.norm1.linear.bias       |    9216    |
|  transformer_blocks.9.norm1_context.linear.weight  |  14155776  |
|   transformer_blocks.9.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.9.attn.to_q.weight        |  2359296   |
|        transformer_blocks.9.attn.to_q.bias         |    1536    |
|       transformer_blocks.9.attn.to_k.weight        |  2359296   |
|        transformer_blocks.9.attn.to_k.bias         |    1536    |
|       transformer_blocks.9.attn.to_v.weight        |  2359296   |
|        transformer_blocks.9.attn.to_v.bias         |    1536    |
|    transformer_blocks.9.attn.add_k_proj.weight     |  2359296   |
|     transformer_blocks.9.attn.add_k_proj.bias      |    1536    |
|    transformer_blocks.9.attn.add_v_proj.weight     |  2359296   |
|     transformer_blocks.9.attn.add_v_proj.bias      |    1536    |
|    transformer_blocks.9.attn.add_q_proj.weight     |  2359296   |
|     transformer_blocks.9.attn.add_q_proj.bias      |    1536    |
|     transformer_blocks.9.attn.to_out.0.weight      |  2359296   |
|      transformer_blocks.9.attn.to_out.0.bias       |    1536    |
|    transformer_blocks.9.attn.to_add_out.weight     |  2359296   |
|     transformer_blocks.9.attn.to_add_out.bias      |    1536    |
|     transformer_blocks.9.ff.net.0.proj.weight      |  9437184   |
|      transformer_blocks.9.ff.net.0.proj.bias       |    6144    |
|        transformer_blocks.9.ff.net.2.weight        |  9437184   |
|         transformer_blocks.9.ff.net.2.bias         |    1536    |
| transformer_blocks.9.ff_context.net.0.proj.weight  |  9437184   |
|  transformer_blocks.9.ff_context.net.0.proj.bias   |    6144    |
|    transformer_blocks.9.ff_context.net.2.weight    |  9437184   |
|     transformer_blocks.9.ff_context.net.2.bias     |    1536    |
|     transformer_blocks.10.norm1.linear.weight      |  14155776  |
|      transformer_blocks.10.norm1.linear.bias       |    9216    |
| transformer_blocks.10.norm1_context.linear.weight  |  14155776  |
|  transformer_blocks.10.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.10.attn.to_q.weight       |  2359296   |
|        transformer_blocks.10.attn.to_q.bias        |    1536    |
|       transformer_blocks.10.attn.to_k.weight       |  2359296   |
|        transformer_blocks.10.attn.to_k.bias        |    1536    |
|       transformer_blocks.10.attn.to_v.weight       |  2359296   |
|        transformer_blocks.10.attn.to_v.bias        |    1536    |
|    transformer_blocks.10.attn.add_k_proj.weight    |  2359296   |
|     transformer_blocks.10.attn.add_k_proj.bias     |    1536    |
|    transformer_blocks.10.attn.add_v_proj.weight    |  2359296   |
|     transformer_blocks.10.attn.add_v_proj.bias     |    1536    |
|    transformer_blocks.10.attn.add_q_proj.weight    |  2359296   |
|     transformer_blocks.10.attn.add_q_proj.bias     |    1536    |
|     transformer_blocks.10.attn.to_out.0.weight     |  2359296   |
|      transformer_blocks.10.attn.to_out.0.bias      |    1536    |
|    transformer_blocks.10.attn.to_add_out.weight    |  2359296   |
|     transformer_blocks.10.attn.to_add_out.bias     |    1536    |
|     transformer_blocks.10.ff.net.0.proj.weight     |  9437184   |
|      transformer_blocks.10.ff.net.0.proj.bias      |    6144    |
|       transformer_blocks.10.ff.net.2.weight        |  9437184   |
|        transformer_blocks.10.ff.net.2.bias         |    1536    |
| transformer_blocks.10.ff_context.net.0.proj.weight |  9437184   |
|  transformer_blocks.10.ff_context.net.0.proj.bias  |    6144    |
|   transformer_blocks.10.ff_context.net.2.weight    |  9437184   |
|    transformer_blocks.10.ff_context.net.2.bias     |    1536    |
|     transformer_blocks.11.norm1.linear.weight      |  14155776  |
|      transformer_blocks.11.norm1.linear.bias       |    9216    |
| transformer_blocks.11.norm1_context.linear.weight  |  14155776  |
|  transformer_blocks.11.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.11.attn.to_q.weight       |  2359296   |
|        transformer_blocks.11.attn.to_q.bias        |    1536    |
|       transformer_blocks.11.attn.to_k.weight       |  2359296   |
|        transformer_blocks.11.attn.to_k.bias        |    1536    |
|       transformer_blocks.11.attn.to_v.weight       |  2359296   |
|        transformer_blocks.11.attn.to_v.bias        |    1536    |
|    transformer_blocks.11.attn.add_k_proj.weight    |  2359296   |
|     transformer_blocks.11.attn.add_k_proj.bias     |    1536    |
|    transformer_blocks.11.attn.add_v_proj.weight    |  2359296   |
|     transformer_blocks.11.attn.add_v_proj.bias     |    1536    |
|    transformer_blocks.11.attn.add_q_proj.weight    |  2359296   |
|     transformer_blocks.11.attn.add_q_proj.bias     |    1536    |
|     transformer_blocks.11.attn.to_out.0.weight     |  2359296   |
|      transformer_blocks.11.attn.to_out.0.bias      |    1536    |
|    transformer_blocks.11.attn.to_add_out.weight    |  2359296   |
|     transformer_blocks.11.attn.to_add_out.bias     |    1536    |
|     transformer_blocks.11.ff.net.0.proj.weight     |  9437184   |
|      transformer_blocks.11.ff.net.0.proj.bias      |    6144    |
|       transformer_blocks.11.ff.net.2.weight        |  9437184   |
|        transformer_blocks.11.ff.net.2.bias         |    1536    |
| transformer_blocks.11.ff_context.net.0.proj.weight |  9437184   |
|  transformer_blocks.11.ff_context.net.0.proj.bias  |    6144    |
|   transformer_blocks.11.ff_context.net.2.weight    |  9437184   |
|    transformer_blocks.11.ff_context.net.2.bias     |    1536    |
|     transformer_blocks.12.norm1.linear.weight      |  14155776  |
|      transformer_blocks.12.norm1.linear.bias       |    9216    |
| transformer_blocks.12.norm1_context.linear.weight  |  14155776  |
|  transformer_blocks.12.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.12.attn.to_q.weight       |  2359296   |
|        transformer_blocks.12.attn.to_q.bias        |    1536    |
|       transformer_blocks.12.attn.to_k.weight       |  2359296   |
|        transformer_blocks.12.attn.to_k.bias        |    1536    |
|       transformer_blocks.12.attn.to_v.weight       |  2359296   |
|        transformer_blocks.12.attn.to_v.bias        |    1536    |
|    transformer_blocks.12.attn.add_k_proj.weight    |  2359296   |
|     transformer_blocks.12.attn.add_k_proj.bias     |    1536    |
|    transformer_blocks.12.attn.add_v_proj.weight    |  2359296   |
|     transformer_blocks.12.attn.add_v_proj.bias     |    1536    |
|    transformer_blocks.12.attn.add_q_proj.weight    |  2359296   |
|     transformer_blocks.12.attn.add_q_proj.bias     |    1536    |
|     transformer_blocks.12.attn.to_out.0.weight     |  2359296   |
|      transformer_blocks.12.attn.to_out.0.bias      |    1536    |
|    transformer_blocks.12.attn.to_add_out.weight    |  2359296   |
|     transformer_blocks.12.attn.to_add_out.bias     |    1536    |
|     transformer_blocks.12.ff.net.0.proj.weight     |  9437184   |
|      transformer_blocks.12.ff.net.0.proj.bias      |    6144    |
|       transformer_blocks.12.ff.net.2.weight        |  9437184   |
|        transformer_blocks.12.ff.net.2.bias         |    1536    |
| transformer_blocks.12.ff_context.net.0.proj.weight |  9437184   |
|  transformer_blocks.12.ff_context.net.0.proj.bias  |    6144    |
|   transformer_blocks.12.ff_context.net.2.weight    |  9437184   |
|    transformer_blocks.12.ff_context.net.2.bias     |    1536    |
|     transformer_blocks.13.norm1.linear.weight      |  14155776  |
|      transformer_blocks.13.norm1.linear.bias       |    9216    |
| transformer_blocks.13.norm1_context.linear.weight  |  14155776  |
|  transformer_blocks.13.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.13.attn.to_q.weight       |  2359296   |
|        transformer_blocks.13.attn.to_q.bias        |    1536    |
|       transformer_blocks.13.attn.to_k.weight       |  2359296   |
|        transformer_blocks.13.attn.to_k.bias        |    1536    |
|       transformer_blocks.13.attn.to_v.weight       |  2359296   |
|        transformer_blocks.13.attn.to_v.bias        |    1536    |
|    transformer_blocks.13.attn.add_k_proj.weight    |  2359296   |
|     transformer_blocks.13.attn.add_k_proj.bias     |    1536    |
|    transformer_blocks.13.attn.add_v_proj.weight    |  2359296   |
|     transformer_blocks.13.attn.add_v_proj.bias     |    1536    |
|    transformer_blocks.13.attn.add_q_proj.weight    |  2359296   |
|     transformer_blocks.13.attn.add_q_proj.bias     |    1536    |
|     transformer_blocks.13.attn.to_out.0.weight     |  2359296   |
|      transformer_blocks.13.attn.to_out.0.bias      |    1536    |
|    transformer_blocks.13.attn.to_add_out.weight    |  2359296   |
|     transformer_blocks.13.attn.to_add_out.bias     |    1536    |
|     transformer_blocks.13.ff.net.0.proj.weight     |  9437184   |
|      transformer_blocks.13.ff.net.0.proj.bias      |    6144    |
|       transformer_blocks.13.ff.net.2.weight        |  9437184   |
|        transformer_blocks.13.ff.net.2.bias         |    1536    |
| transformer_blocks.13.ff_context.net.0.proj.weight |  9437184   |
|  transformer_blocks.13.ff_context.net.0.proj.bias  |    6144    |
|   transformer_blocks.13.ff_context.net.2.weight    |  9437184   |
|    transformer_blocks.13.ff_context.net.2.bias     |    1536    |
|     transformer_blocks.14.norm1.linear.weight      |  14155776  |
|      transformer_blocks.14.norm1.linear.bias       |    9216    |
| transformer_blocks.14.norm1_context.linear.weight  |  14155776  |
|  transformer_blocks.14.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.14.attn.to_q.weight       |  2359296   |
|        transformer_blocks.14.attn.to_q.bias        |    1536    |
|       transformer_blocks.14.attn.to_k.weight       |  2359296   |
|        transformer_blocks.14.attn.to_k.bias        |    1536    |
|       transformer_blocks.14.attn.to_v.weight       |  2359296   |
|        transformer_blocks.14.attn.to_v.bias        |    1536    |
|    transformer_blocks.14.attn.add_k_proj.weight    |  2359296   |
|     transformer_blocks.14.attn.add_k_proj.bias     |    1536    |
|    transformer_blocks.14.attn.add_v_proj.weight    |  2359296   |
|     transformer_blocks.14.attn.add_v_proj.bias     |    1536    |
|    transformer_blocks.14.attn.add_q_proj.weight    |  2359296   |
|     transformer_blocks.14.attn.add_q_proj.bias     |    1536    |
|     transformer_blocks.14.attn.to_out.0.weight     |  2359296   |
|      transformer_blocks.14.attn.to_out.0.bias      |    1536    |
|    transformer_blocks.14.attn.to_add_out.weight    |  2359296   |
|     transformer_blocks.14.attn.to_add_out.bias     |    1536    |
|     transformer_blocks.14.ff.net.0.proj.weight     |  9437184   |
|      transformer_blocks.14.ff.net.0.proj.bias      |    6144    |
|       transformer_blocks.14.ff.net.2.weight        |  9437184   |
|        transformer_blocks.14.ff.net.2.bias         |    1536    |
| transformer_blocks.14.ff_context.net.0.proj.weight |  9437184   |
|  transformer_blocks.14.ff_context.net.0.proj.bias  |    6144    |
|   transformer_blocks.14.ff_context.net.2.weight    |  9437184   |
|    transformer_blocks.14.ff_context.net.2.bias     |    1536    |
|     transformer_blocks.15.norm1.linear.weight      |  14155776  |
|      transformer_blocks.15.norm1.linear.bias       |    9216    |
| transformer_blocks.15.norm1_context.linear.weight  |  14155776  |
|  transformer_blocks.15.norm1_context.linear.bias   |    9216    |
|       transformer_blocks.15.attn.to_q.weight       |  2359296   |
|        transformer_blocks.15.attn.to_q.bias        |    1536    |
|       transformer_blocks.15.attn.to_k.weight       |  2359296   |
|        transformer_blocks.15.attn.to_k.bias        |    1536    |
|       transformer_blocks.15.attn.to_v.weight       |  2359296   |
|        transformer_blocks.15.attn.to_v.bias        |    1536    |
|    transformer_blocks.15.attn.add_k_proj.weight    |  2359296   |
|     transformer_blocks.15.attn.add_k_proj.bias     |    1536    |
|    transformer_blocks.15.attn.add_v_proj.weight    |  2359296   |
|     transformer_blocks.15.attn.add_v_proj.bias     |    1536    |
|    transformer_blocks.15.attn.add_q_proj.weight    |  2359296   |
